id,categoria_real,prediccion_rna_1,prediccion_rna_2
44393299.0,cara,cara,cara
6.189883707242225e+17,cara,cara,cara
7.828352634062337e+17,barata,barata,barata
1.467672731197027e+18,barata,barata,barata
43286087.0,barata,barata,barata
1.411177880695679e+18,media,cara,cara
52779371.0,media,cara,cara
8.769585572451404e+17,cara,media,media
5.878875952893326e+17,cara,cara,cara
5.79012272657499e+17,barata,barata,barata
9.515184398145407e+17,barata,barata,barata
45501019.0,media,cara,cara
43212284.0,media,barata,barata
17176656.0,media,media,media
1.222566079365168e+18,media,media,barata
10551108.0,barata,media,media
1.421090199358349e+18,barata,barata,barata
1.3218546367753457e+18,media,media,media
1.35955017868007e+18,cara,media,media
39466315.0,barata,media,media
1.0865244133856886e+18,barata,barata,barata
1.210274578206686e+18,cara,cara,cara
9.92586867429228e+17,media,barata,barata
41354864.0,media,media,media
1.3095993652954112e+18,barata,cara,cara
1.3331048992129498e+18,barata,media,media
40923320.0,cara,media,media
52085163.0,media,media,media
7.705230735065266e+17,barata,barata,barata
18465.0,media,media,media
1.2232469808526083e+18,barata,barata,barata
32922443.0,cara,cara,cara
1.148049275218098e+18,barata,barata,barata
6.275518144510587e+17,cara,cara,cara
6.399296113647324e+17,barata,barata,barata
1.4731413630224648e+18,barata,media,barata
32382307.0,media,media,media
1.3552613905491896e+18,cara,cara,cara
9.035699287691034e+17,barata,media,barata
49476820.0,barata,media,barata
18627974.0,media,cara,cara
1.4465496047285478e+18,cara,cara,cara
26898340.0,cara,cara,cara
7859914.0,barata,barata,barata
1.3706780162407347e+18,barata,cara,media
1.28225002347926e+18,cara,media,cara
16084138.0,cara,cara,media
1.4980137746666058e+18,cara,media,media
1.1053435422410092e+18,barata,barata,barata
50643784.0,barata,barata,barata
6.188717029205094e+17,barata,barata,barata
35518996.0,barata,barata,barata
6.001222781113311e+17,media,media,media
38165561.0,barata,barata,barata
1.15572632918016e+18,barata,barata,barata
49192489.0,media,media,media
1.0501123816714278e+18,media,media,media
1.231350341053776e+18,barata,media,media
9.568166237687021e+17,barata,media,cara
54278096.0,barata,media,media
1.498049032517111e+18,cara,cara,cara
1.384462572407463e+18,media,media,cara
33036426.0,cara,media,media
1.4559926632431163e+18,media,media,media
12733915.0,cara,cara,cara
46302265.0,cara,media,cara
1.1514431145080968e+18,barata,barata,barata
1.0573780722589492e+18,barata,media,barata
1.1950117141909425e+18,media,media,media
35092519.0,cara,cara,cara
53890978.0,barata,barata,barata
4993354.0,media,barata,barata
22506605.0,cara,cara,cara
50767445.0,barata,barata,barata
26871505.0,media,media,media
1.2426523660250875e+18,barata,barata,barata
1.4653222208390003e+18,barata,media,media
1.120303529769209e+18,cara,cara,cara
1.260278695222758e+18,cara,cara,cara
6.74141508424687e+17,barata,media,media
30962938.0,media,media,media
17978000.0,barata,barata,barata
16855655.0,media,media,media
5048035.0,media,media,media
9.229093313849248e+17,media,cara,cara
1.1224643691598394e+18,media,cara,cara
7.82611630156162e+17,cara,cara,cara
44882976.0,media,media,barata
5.7353564653133696e+17,cara,cara,cara
1.1356701651006538e+18,cara,cara,cara
28258360.0,media,cara,media
1.2494310800769226e+18,barata,media,media
1.2588237273548255e+18,media,barata,barata
1.194353445254652e+18,barata,barata,barata
1.2239451131292472e+18,media,cara,cara
1.0922517550199418e+18,media,barata,barata
14028842.0,cara,cara,cara
23719583.0,media,media,media
1.3538944377754506e+18,media,media,media
5.500337277041683e+17,media,cara,cara
1.3652295881667354e+18,cara,cara,cara
1.1384158171716805e+18,barata,cara,cara
44890086.0,media,cara,cara
1.1321040328099118e+18,media,cara,cara
7.85819412100321e+17,media,media,media
1.377579666748334e+18,media,media,media
1.237039709901354e+18,cara,cara,cara
7676106.0,cara,media,media
5.600120405790302e+17,cara,cara,cara
38044470.0,media,media,barata
1.5103658813330122e+18,cara,cara,cara
9.648139661336835e+17,media,media,media
52420013.0,barata,barata,barata
8.49431309111774e+17,barata,media,media
1.2038742810992494e+18,media,barata,barata
42953577.0,barata,barata,barata
5.550416393661976e+17,cara,media,barata
1.1124023880633798e+18,cara,cara,cara
9.199000247985526e+17,cara,media,media
52340284.0,barata,barata,barata
47252756.0,barata,barata,barata
1.0093790352878317e+18,cara,cara,cara
1.4508092062642944e+18,cara,media,media
9.188937693154785e+17,media,cara,cara
1.42974350671077e+18,media,media,media
9.317105775003675e+17,barata,barata,barata
38390098.0,barata,media,media
1.1167407095560625e+18,barata,barata,barata
7.11850431556424e+17,barata,barata,barata
53028509.0,cara,cara,cara
47967397.0,barata,barata,barata
44105097.0,media,media,media
1.3546627102818368e+18,barata,barata,barata
52797334.0,cara,cara,cara
7.698132176573715e+17,media,cara,cara
5.635822131117784e+17,barata,barata,barata
1.2394176193530826e+18,media,cara,cara
48443473.0,barata,media,barata
1.1408686409771684e+18,barata,barata,barata
30856527.0,barata,barata,barata
1.2595427401011374e+18,media,media,media
30816939.0,media,cara,cara
9.139992781148262e+17,cara,cara,cara
15564753.0,cara,cara,cara
8.964085754819483e+17,barata,barata,barata
1.1471045629564312e+18,barata,media,media
1.3786406529265964e+18,media,media,media
6.363557670326897e+17,cara,cara,cara
1.3045385860228524e+18,cara,media,media
1.0364872154154368e+18,media,media,barata
1.4994959183893652e+18,barata,media,cara
50897702.0,barata,media,media
4625187.0,media,cara,cara
1.4015765569507584e+18,barata,barata,barata
48521067.0,barata,media,media
1.3619193616286656e+18,media,media,cara
8689127.0,barata,barata,barata
1.1336311146887901e+18,cara,cara,cara
46838034.0,cara,cara,cara
5.569504103383754e+17,barata,barata,barata
1.3075162178283249e+18,cara,cara,media
1.3957142121118185e+18,barata,media,media
1.378936526336096e+18,barata,barata,barata
7.629484101756969e+17,media,media,media
9.32681307636195e+17,barata,barata,barata
1.1006373959531996e+18,cara,cara,cara
7.818834801531642e+17,cara,cara,cara
48132001.0,media,media,media
43916327.0,cara,cara,cara
1.0500361449844155e+18,cara,cara,media
5.6450694639799846e+17,cara,cara,cara
46694243.0,cara,cara,cara
1.1467789367057078e+18,media,media,media
7.255346276023648e+17,media,media,media
1.1414911132378017e+18,cara,cara,cara
1.3702830408794268e+18,cara,cara,cara
51033682.0,media,media,barata
1.4107954058517747e+18,cara,cara,cara
18225129.0,media,media,media
1.2377169067903178e+18,barata,media,media
1.1321122962939464e+18,cara,cara,cara
47316094.0,media,media,media
1.2356626168358886e+18,cara,cara,cara
20032785.0,cara,media,barata
1.4318532232999247e+18,barata,barata,barata
54085541.0,barata,barata,barata
6.064617375716988e+17,cara,cara,cara
1.1584150071913848e+18,barata,media,barata
1.5036857717740823e+18,media,media,media
1.062384365816783e+18,media,cara,cara
5.737221895296231e+17,media,barata,barata
8.015190532338624e+17,cara,cara,cara
1.4892520598383022e+18,cara,cara,cara
1.2749247295223695e+18,barata,media,media
7.037197210093929e+17,media,media,media
1.3689751990602122e+18,cara,media,media
8.688961002791128e+17,barata,media,barata
1.395913838491495e+18,cara,media,media
7.108331567876511e+17,barata,barata,barata
1.1326255799378904e+18,barata,barata,barata
21799918.0,media,media,media
1.3066415922015124e+18,cara,cara,cara
1.3581761882358572e+18,cara,cara,cara
21209933.0,media,cara,cara
1.4980422681684127e+18,media,media,media
42862063.0,media,media,media
1.4503680510911293e+18,media,media,media
5.496267919119654e+17,media,media,media
23326905.0,barata,media,media
29925845.0,barata,media,barata
51642557.0,media,media,media
42403741.0,cara,cara,cara
1.0843525448014874e+18,cara,cara,cara
21549543.0,cara,cara,cara
5495267.0,barata,barata,barata
1.4935417484934518e+18,media,cara,cara
1.177548766187101e+18,barata,barata,barata
1.319851573305524e+18,barata,barata,barata
38071477.0,media,cara,cara
53339595.0,media,barata,cara
1.2537779506345725e+18,barata,media,media
18854834.0,media,cara,media
1.2750451414924874e+18,barata,media,barata
1.2093904165848466e+18,barata,media,barata
1.2979929434436398e+18,cara,cara,cara
23631528.0,media,media,media
1.1319143140363072e+18,barata,barata,media
50890121.0,cara,cara,cara
40654324.0,barata,barata,barata
32339099.0,media,cara,cara
1.5040704825141942e+18,barata,barata,barata
1.3091290410696627e+18,barata,barata,barata
9.412220552200307e+17,cara,media,media
20080461.0,cara,cara,cara
53340936.0,media,cara,cara
34450824.0,cara,cara,cara
46276229.0,barata,barata,barata
1.279005432467786e+18,cara,cara,cara
53960232.0,media,media,media
1.018298747262032e+18,cara,cara,barata
1.4328119365978683e+18,cara,cara,cara
8.069832548149172e+17,media,media,media
1.4721075713048113e+18,cara,cara,media
54387609.0,media,cara,cara
34203814.0,barata,barata,barata
1.5073571752661793e+18,cara,cara,cara
6.646554042561033e+17,media,barata,cara
34370225.0,media,media,media
8.872925405873377e+17,barata,barata,barata
1.4624552289862797e+18,cara,cara,cara
1.261728042587452e+18,barata,barata,barata
8.071055350140745e+17,media,media,media
7.999301146035442e+17,media,media,media
1.2435080727414292e+18,cara,cara,cara
53254945.0,cara,cara,cara
14952329.0,cara,cara,cara
1.179621864225482e+18,cara,cara,cara
10091239.0,media,media,media
34794590.0,barata,barata,barata
40946995.0,cara,cara,cara
5.594789535720511e+17,cara,cara,cara
9.13162040478577e+17,barata,barata,barata
1.411863413813912e+18,media,media,barata
1.2631561755235556e+18,media,media,media
1.1667146121518474e+18,cara,media,media
7.27722132751775e+17,media,media,media
1.3748975406547287e+18,cara,cara,cara
43421645.0,barata,barata,barata
1.2436924496406907e+18,media,cara,cara
6.28864805385929e+17,barata,barata,barata
34216617.0,barata,barata,barata
5.609183824262535e+17,media,cara,cara
40204811.0,barata,barata,media
1.1994766484975675e+18,barata,media,media
1.1978752699693793e+18,cara,cara,cara
1.2988347030903982e+18,cara,cara,cara
24559389.0,media,media,media
1.287749944465601e+18,cara,cara,cara
1.0768183502722397e+18,cara,cara,cara
6.705598201493615e+17,barata,barata,barata
8.999762303223492e+17,media,barata,barata
36560124.0,cara,cara,cara
1.2827488242951153e+18,barata,barata,barata
6.099934044935014e+17,cara,cara,cara
27556935.0,barata,barata,barata
7.543336288480608e+17,cara,cara,cara
7.403941026738104e+17,media,media,media
1.0310723744795878e+18,cara,cara,media
1.4603267083703178e+18,media,media,media
1.352462945622653e+18,media,barata,barata
1.4702626819139796e+18,barata,media,media
1.403138245944656e+18,media,media,media
1.481218363115361e+18,barata,barata,barata
43779383.0,barata,barata,barata
7.89321382880414e+17,barata,barata,barata
7.145805636692227e+17,cara,cara,cara
46196780.0,media,media,media
14004631.0,cara,cara,cara
1.279055226740602e+18,media,media,media
54128744.0,barata,barata,barata
53291823.0,media,media,media
5.733754104989746e+17,media,media,media
19412268.0,cara,cara,cara
1.2829741250010975e+18,cara,media,media
8.480900040153558e+17,barata,barata,barata
1.424720436054296e+18,cara,cara,cara
1.3510015064753326e+18,cara,media,media
11067729.0,media,barata,barata
15313139.0,barata,barata,barata
1.3493711818526738e+18,barata,barata,barata
7.849578559573468e+17,media,media,media
1.408820677407201e+18,barata,media,media
6.404792223720038e+17,barata,barata,media
9.605618051090118e+17,media,media,media
9.379736548254424e+17,cara,cara,cara
1.1580142849794957e+18,barata,media,barata
1.2146975701809236e+18,cara,cara,cara
8.762553006697219e+17,barata,barata,barata
50732689.0,media,barata,barata
1.2884354355048238e+18,cara,cara,cara
1.4933392137835758e+18,cara,cara,cara
1.072859310240677e+18,cara,cara,media
8.335385134926127e+17,media,cara,cara
1.1000883219120558e+18,barata,barata,barata
9.332223784670026e+17,media,media,barata
7.145925205874511e+17,cara,cara,cara
1.2342235286529293e+18,barata,barata,barata
9.079535694491434e+17,media,cara,cara
7.718863123359584e+17,barata,barata,barata
1.389974993218139e+18,barata,barata,barata
1.465462237342484e+18,cara,cara,cara
1.4658950223194732e+18,barata,media,media
7.450474997738988e+17,barata,barata,barata
1.1524901732567894e+18,media,barata,media
622562.0,media,media,media
32029379.0,cara,cara,cara
36139226.0,media,media,media
40161303.0,media,media,media
748756.0,cara,cara,cara
30776841.0,media,media,barata
8387888.0,media,media,media
9.848320677397862e+17,media,media,cara
6.87102375906825e+17,media,media,media
9.08957225732759e+17,media,media,media
1.2016050884641677e+18,barata,barata,barata
18948011.0,media,media,cara
1.3755181970450824e+18,media,media,media
5.7007431375918726e+17,media,media,media
8.898433828117032e+17,cara,cara,cara
1.1364253305330692e+18,media,media,media
7.52161036016525e+17,barata,barata,barata
8.398259588202939e+17,barata,barata,barata
31691858.0,media,media,media
50797262.0,barata,media,barata
47160350.0,media,barata,barata
33429916.0,barata,cara,media
1.1329872891197206e+18,barata,barata,barata
1.346677790559461e+18,media,barata,barata
1.2696475232337818e+18,media,barata,barata
24692496.0,barata,barata,barata
35351026.0,barata,media,media
8.41577873496775e+17,media,media,media
33125049.0,cara,cara,cara
28811137.0,barata,barata,barata
38129866.0,media,cara,cara
1.0720832847250303e+18,media,media,barata
53027387.0,cara,cara,cara
1.4053044443189522e+18,cara,cara,cara
6.215604750682287e+17,media,media,barata
1.500803232600154e+18,cara,cara,cara
1.1154155406221956e+18,media,media,media
1.4763125837507922e+18,barata,barata,barata
38161566.0,media,barata,barata
1.0790942769920726e+18,media,media,cara
45937770.0,cara,cara,cara
28291279.0,media,cara,cara
46751715.0,cara,cara,cara
17640344.0,cara,cara,cara
7.806247447247519e+17,media,barata,barata
8.19200680358969e+17,media,barata,barata
7.313113794963848e+17,barata,media,cara
17978295.0,media,barata,barata
1.04463435787454e+18,cara,cara,cara
6.657747548083496e+17,cara,cara,cara
17263419.0,cara,cara,media
8.036116779632118e+17,cara,cara,cara
1.4561056836799867e+18,media,media,barata
7.333138923521702e+17,media,media,media
1.1712685828132014e+18,media,media,media
6.657253185762687e+17,barata,barata,barata
6.281412868914545e+17,media,barata,barata
1.2436924224640934e+18,barata,barata,barata
7.6317255095818e+17,media,media,media
51550386.0,media,media,media
1.360390864471632e+18,barata,barata,barata
1.4702822775579366e+18,barata,barata,barata
10990150.0,cara,media,cara
1.417789308347667e+18,barata,barata,barata
1.1380987954568229e+18,media,barata,barata
1.2923214710451907e+18,cara,cara,cara
1.0790420551134884e+18,barata,barata,barata
1.2602708431300357e+18,barata,media,media
1.3975416738753805e+18,cara,cara,cara
1.0669888084462934e+18,media,media,media
5.47784370267192e+17,cara,cara,cara
1.3576772946026534e+18,cara,cara,cara
9.76308623898987e+17,barata,media,barata
8.95006741394673e+17,cara,cara,cara
1.0347972406797164e+18,media,media,media
43806243.0,barata,barata,barata
1.304496593228596e+18,media,media,media
37213482.0,cara,cara,cara
6.375507129091296e+17,media,media,media
1.4539267963311708e+18,cara,cara,cara
43141525.0,barata,barata,barata
1.0266088031663128e+18,media,media,media
1.4124666735808899e+18,media,media,media
46604590.0,cara,cara,media
1.3666980671343414e+18,cara,cara,cara
27431938.0,cara,cara,cara
9.313696742425043e+17,media,media,media
19998637.0,barata,barata,barata
1.0458252353183429e+18,cara,cara,cara
1.2568946587133197e+18,barata,barata,barata
1.0860384614487244e+18,cara,cara,cara
21420575.0,media,media,media
1.4022227839289503e+18,barata,barata,barata
7.347125053400955e+17,barata,barata,barata
1.2842306020560105e+18,cara,media,cara
8.987547243530845e+17,media,media,media
43967831.0,media,cara,media
1.1704904757845486e+18,barata,barata,barata
1.2798036930408417e+18,cara,cara,cara
8.378078826669316e+17,media,media,media
1.1019431995856136e+18,media,media,barata
1.1110555340791914e+18,barata,media,media
1.337469190620983e+18,barata,barata,barata
24134900.0,cara,cara,cara
50999830.0,barata,barata,barata
9.299030696283639e+17,cara,cara,cara
7.672617070763944e+17,cara,cara,cara
8.675966491449114e+17,cara,cara,cara
54051915.0,media,media,media
17655820.0,barata,barata,barata
6.716714557981308e+17,media,cara,media
45784632.0,barata,barata,barata
22320384.0,media,media,barata
8.944687701265782e+17,cara,cara,cara
36566021.0,media,media,media
9.639376159979196e+17,cara,media,cara
33742794.0,cara,cara,cara
5.936596996522194e+17,barata,barata,barata
43730322.0,cara,cara,cara
52131816.0,media,barata,barata
9.702533591172049e+17,media,media,media
40269274.0,cara,cara,cara
43475702.0,barata,barata,barata
1.2604367743846979e+18,barata,barata,barata
41047716.0,cara,cara,cara
1.35525440703748e+18,cara,cara,cara
9188311.0,barata,barata,barata
50046144.0,media,media,barata
8.27878432100405e+17,media,media,media
5.746177723266535e+17,media,media,media
1340799.0,media,media,cara
1.0095123928907325e+18,cara,cara,cara
38086946.0,media,barata,media
47568382.0,media,media,media
1.1458802658165923e+18,media,media,media
1.1066478177911927e+18,cara,barata,barata
31001222.0,barata,media,barata
6364563.0,cara,cara,cara
1.1645803793345124e+18,barata,barata,barata
1.0752566984832429e+18,media,media,media
49295388.0,cara,cara,cara
6505648.0,cara,media,media
43595691.0,barata,barata,barata
1.2541722166952965e+18,media,media,media
52858209.0,cara,cara,cara
50766152.0,barata,barata,barata
6.080920736396507e+17,media,media,media
1.1494516036475931e+18,cara,cara,cara
6.021371367952625e+17,media,cara,cara
8.059543160339995e+17,media,media,media
35957454.0,cara,cara,cara
1.4648953135256358e+18,media,cara,media
8.006459698849969e+17,media,media,media
1.3702582858441416e+18,cara,cara,cara
41712040.0,cara,cara,cara
1.412463357965821e+18,cara,cara,cara
15911102.0,barata,media,barata
1.1942879827296684e+18,cara,cara,cara
7.282600014725042e+17,barata,barata,barata
7.027480267894342e+17,media,media,cara
7.76827959492043e+17,cara,cara,cara
51734386.0,media,cara,cara
1.3213768962397494e+18,media,media,media
1.0449948635021139e+18,barata,media,cara
38373861.0,media,cara,media
1.294965575593555e+18,barata,barata,barata
1.2399608217682972e+18,cara,cara,cara
1.2841281891889132e+18,media,media,media
21308389.0,cara,media,media
1.1790280951825981e+18,barata,barata,barata
1.4682176573215386e+18,barata,barata,barata
1.3025017955338396e+18,media,cara,cara
47927408.0,media,media,media
1.4292037931288215e+18,cara,cara,cara
35263474.0,cara,cara,cara
49325060.0,cara,cara,cara
23582392.0,barata,media,media
46548760.0,media,media,media
1.4000543112823396e+18,cara,media,media
7.99473985772252e+17,barata,media,barata
20473111.0,cara,cara,cara
8.289434837864033e+17,cara,media,media
9.543960511800631e+17,media,media,media
53314602.0,barata,barata,barata
9.993262980166894e+17,barata,barata,barata
44359770.0,barata,barata,barata
17555054.0,barata,media,media
7.3510541440314e+17,barata,media,barata
9.28215727974891e+17,media,media,media
47806687.0,barata,barata,barata
1.4956520937771853e+18,cara,cara,cara
48701755.0,cara,cara,cara
1.1655719556806426e+18,media,media,media
48013203.0,cara,cara,cara
1.1167307006726981e+18,cara,cara,cara
1.3812849852634954e+18,media,media,media
32338786.0,media,media,media
4720975.0,barata,media,media
5.850677883648731e+17,barata,media,barata
3004381.0,barata,barata,barata
1.3487266535298127e+18,cara,media,media
1.4010027137279703e+18,barata,barata,barata
6.708902049236724e+17,media,media,media
25320471.0,media,media,media
9.086916694150227e+17,barata,barata,barata
1.2805693919173128e+18,media,media,media
1.140593497733287e+18,media,media,media
47831186.0,cara,cara,cara
9.589436435792526e+17,cara,cara,media
1.0064964042050184e+18,cara,cara,cara
27136712.0,cara,media,media
31718914.0,media,barata,barata
1.2561062027524347e+18,media,cara,cara
25152933.0,media,cara,cara
37252852.0,media,media,media
1.1726821427356104e+18,cara,cara,cara
22534277.0,cara,cara,cara
1.4005486676614623e+18,barata,barata,barata
6.19208628723331e+17,media,media,media
5.7528556516719315e+17,barata,barata,barata
20665795.0,cara,cara,cara
12250145.0,cara,cara,cara
9.225606160860692e+17,barata,barata,barata
9.428966819040938e+17,barata,barata,barata
35995054.0,barata,barata,barata
8.42255925621813e+17,barata,barata,barata
51043399.0,barata,barata,barata
1.0449543854231492e+18,cara,cara,cara
50099539.0,media,media,barata
51002223.0,cara,media,media
23507551.0,cara,cara,cara
5.781159455512154e+17,media,media,media
7.564971442714735e+17,cara,cara,cara
9.745187598384882e+17,barata,barata,barata
333624.0,barata,barata,barata
1.2284204181255101e+18,media,barata,media
9.464920216188244e+17,cara,cara,cara
8.360736397741158e+17,cara,media,media
1.4450927759091203e+18,cara,cara,cara
38074781.0,cara,cara,cara
39196139.0,media,barata,barata
48385960.0,media,media,barata
9451888.0,cara,media,media
15549085.0,barata,barata,barata
1.195616768832852e+18,media,barata,barata
7.784045498644068e+17,cara,cara,cara
1.334812809099073e+18,media,barata,barata
8.074194782613359e+17,barata,barata,barata
11965016.0,cara,cara,cara
46069222.0,cara,cara,cara
8.528088108389501e+17,cara,cara,cara
7.514634567967807e+17,barata,barata,barata
1.4623470375418097e+18,barata,barata,barata
53125115.0,cara,cara,cara
1.514573736659144e+18,barata,barata,barata
17623557.0,barata,media,barata
1.512488633589794e+18,barata,barata,barata
1.4700767940443512e+18,barata,barata,barata
45241017.0,cara,media,media
1.2650933990205658e+18,barata,barata,barata
1.1522295760412914e+18,media,media,media
1.471285823027772e+18,barata,media,media
52795001.0,cara,media,cara
1.1430614875552628e+18,barata,barata,barata
1.390731770487032e+18,media,media,media
1.4167693650944666e+18,barata,barata,barata
1.4608620867417052e+18,barata,barata,barata
49738092.0,cara,cara,cara
1.2343904339138025e+18,cara,cara,cara
8.98444381592312e+17,barata,barata,barata
8.925996517423908e+17,cara,cara,cara
1.471259468345403e+18,barata,media,barata
1.303983161667203e+18,barata,barata,barata
343889.0,barata,barata,barata
51709928.0,barata,barata,barata
1.2689910469173844e+18,media,media,media
32501138.0,media,media,media
1.2900140180316147e+18,barata,barata,barata
24412647.0,barata,media,media
8.449141939600273e+17,cara,media,barata
1.3667735809529603e+18,cara,cara,cara
1.322767548626166e+18,media,barata,barata
34018152.0,media,media,media
8.34234659080403e+17,cara,cara,cara
39468329.0,media,media,media
1.2500335230817723e+18,cara,barata,barata
34401673.0,media,media,media
21241466.0,barata,barata,barata
1.3785951659174815e+18,barata,barata,barata
5.673504564274992e+17,cara,cara,media
1.3261618279629074e+18,cara,cara,cara
6.502181704428785e+17,cara,cara,media
1.1210648440052682e+18,media,media,cara
26064656.0,barata,media,media
1.161764046770046e+18,barata,barata,barata
6.096633284353021e+17,cara,cara,cara
1.443473607177179e+18,cara,media,barata
10340159.0,media,media,media
1.4010052030041334e+18,cara,cara,cara
15820983.0,barata,barata,barata
1.4371085961100193e+18,cara,cara,cara
29416298.0,cara,cara,media
1.0371691311503876e+18,media,media,media
1.4023215478962263e+18,media,media,media
1.2471258385217544e+18,media,media,media
20282556.0,barata,barata,barata
38404038.0,cara,cara,media
21250973.0,barata,barata,barata
7.820466865566176e+17,cara,cara,cara
7.30295129907088e+17,media,media,media
1.4825495147730455e+18,cara,cara,cara
1.2094986137036795e+18,barata,barata,barata
1.4623397585036252e+18,barata,barata,barata
1.162030325793313e+18,barata,barata,barata
50016735.0,media,media,media
9.039158077702094e+17,barata,media,media
5.492259090506621e+17,media,media,media
1.1576073074658327e+18,media,media,media
35315648.0,media,media,media
48213743.0,media,cara,media
7.495576737487085e+17,barata,media,media
1.2217182691550694e+18,barata,media,barata
8.093327716229609e+17,cara,media,media
1.1511569778756006e+18,media,cara,cara
1.0695326940301396e+18,cara,cara,cara
5.82825882733687e+17,media,cara,cara
49568217.0,barata,barata,barata
1.2682050576239383e+18,barata,media,media
3507916.0,media,media,media
6.911175863443475e+17,media,cara,cara
40269127.0,cara,cara,cara
1.1527199499443503e+18,barata,barata,barata
1.0560281038560334e+18,media,media,media
1.1094530294477133e+18,barata,barata,barata
8.521852369058301e+17,cara,cara,media
1.0994687506226605e+18,media,barata,barata
9.347175128783041e+17,barata,media,media
1.1416530385478802e+18,cara,media,cara
8.514865305769823e+17,barata,barata,barata
1.1378038043657964e+18,cara,cara,cara
8.40951323844971e+17,cara,barata,barata
1.2500907588387374e+18,barata,media,barata
1.0249192425255154e+18,media,media,media
1.480569429113044e+18,barata,barata,barata
12782636.0,barata,cara,cara
1.4770614159628518e+18,barata,media,media
10416447.0,media,barata,media
51660959.0,media,media,media
48547574.0,cara,cara,cara
1.46671365224772e+18,cara,cara,cara
1.3734141497818662e+18,barata,barata,barata
4008081.0,barata,barata,barata
7.115110269211566e+17,cara,cara,cara
1.2191623874784591e+18,cara,media,media
1.1574730547903992e+18,barata,barata,barata
1.1922088881837514e+18,barata,barata,barata
1.1470577866232234e+18,cara,media,media
48963053.0,cara,cara,cara
49293890.0,media,media,media
7.273988544202499e+17,cara,cara,cara
1.3829822832672978e+18,media,media,media
7.455828929660846e+17,cara,cara,cara
13714981.0,media,barata,barata
1.450744717261591e+18,barata,media,media
1.4322854773335393e+18,cara,cara,cara
23467459.0,media,media,media
1.456663262902762e+18,barata,barata,barata
1.203211014434868e+18,barata,barata,barata
33501623.0,barata,media,media
9.130350337481716e+17,barata,media,media
20755186.0,cara,cara,cara
1.470984743911677e+18,media,media,media
978111.0,barata,barata,barata
43237013.0,barata,barata,barata
1.2848418601865042e+18,cara,cara,cara
1.2391221370876035e+18,barata,barata,barata
1.204572138210307e+18,cara,cara,cara
36282106.0,cara,cara,cara
53917075.0,cara,media,barata
26535737.0,media,media,media
6.869799639873226e+17,media,media,media
12974157.0,cara,cara,cara
53831933.0,cara,media,cara
1.3936908613436355e+18,barata,barata,barata
8.365881523921161e+17,barata,barata,barata
6.704160426259758e+17,cara,cara,cara
1.4276945783783926e+18,barata,barata,barata
1.4982798328687462e+18,media,media,media
1.2123896957331092e+18,cara,cara,cara
52132867.0,barata,barata,barata
7.572611538016333e+17,cara,cara,cara
6.812153007788841e+17,cara,cara,cara
8.42740048010438e+17,media,media,media
43905547.0,media,media,media
1.472696913758765e+18,cara,cara,cara
1.4322759030338445e+18,cara,media,cara
5.928310239160755e+17,media,cara,media
1.4819059662543967e+18,cara,cara,cara
8.747378712952631e+17,cara,cara,cara
1.4618064928004157e+18,barata,barata,barata
9.066610526990062e+17,media,media,media
7.696142536753321e+17,cara,cara,cara
1.4912227368962273e+18,barata,barata,barata
1.2992988036860508e+18,barata,barata,barata
1.026037885697615e+18,cara,cara,media
7.923070075389554e+17,cara,media,media
53882804.0,cara,cara,cara
6.74853690776516e+17,cara,media,media
6.593856356308026e+17,barata,barata,barata
1.3756543221134339e+18,cara,cara,cara
8.333480044552367e+17,cara,cara,cara
21814341.0,barata,media,barata
46264246.0,cara,cara,cara
6.087609362155812e+17,media,barata,barata
1.44228943374875e+18,cara,cara,cara
7.732650125615282e+17,barata,barata,barata
1.1204528425971937e+18,media,media,media
49733631.0,barata,barata,barata
10208339.0,cara,cara,cara
585469.0,barata,barata,barata
7.724724831338062e+17,cara,cara,cara
1.1646736918755144e+18,cara,cara,cara
7.060430642511855e+17,media,media,media
1.1560771116097969e+18,media,media,media
8.890999010336279e+17,cara,media,media
1.3989262457272486e+18,barata,barata,barata
14741664.0,media,barata,barata
1.3006929141958141e+18,cara,cara,cara
24577778.0,cara,cara,cara
21439350.0,cara,cara,cara
8.548594016116886e+17,cara,media,cara
53478378.0,cara,cara,cara
7.607350592486959e+17,barata,media,media
53150232.0,cara,cara,cara
5.807039270198364e+17,media,cara,cara
5.644116173367906e+17,barata,barata,barata
5.4778656250521344e+17,cara,cara,cara
49062381.0,cara,media,media
7.659569605844069e+17,cara,cara,media
1.389285151880209e+18,media,barata,media
5.881829355631e+17,barata,barata,barata
36103280.0,barata,barata,barata
1.3972154935288607e+18,barata,barata,barata
1.2921282739280335e+18,barata,barata,barata
8.877114880983396e+17,media,media,media
31860794.0,barata,media,media
6.81216690406723e+17,media,media,media
50228489.0,media,media,media
1.5131890751480678e+18,barata,media,barata
1.1587433247076116e+18,cara,cara,cara
1.2698832685597473e+18,barata,barata,barata
8832102.0,media,media,media
1.1880055787392097e+18,media,barata,barata
39222568.0,cara,cara,cara
25028599.0,cara,media,media
1.0634369644141755e+18,media,cara,cara
7.051418742907018e+17,barata,barata,barata
27059660.0,barata,barata,barata
6.529895493354752e+17,barata,barata,barata
6.898890126394066e+17,media,media,media
1.460212056259409e+18,media,media,media
26336478.0,media,media,media
15286425.0,media,media,media
19807541.0,cara,cara,cara
